id,language,code
151,html,"<head>
  <title>{{section}}Node.js Manual &amp; Documentation</title>
  <link rel=""stylesheet"" href=""assets/style.css"" type=""text/css"" media=""all"" />
  <link rel=""stylesheet"" href=""assets/sh.css"" type=""text/css"" media=""all""/>
</head>"
160,java,"import lombok.extern.slf4j.Slf4j;
@Slf4j
public class Guard implements Permission {
  protected void enter() {
    LOGGER.info(""You can enter"");
  }
}"
168,java,"import java.math.BigInteger;
import java.util.Scanner;
public class Modex {
	public static void main(String[] args) {
		Scanner input = new Scanner(System.in);
		int numberOfTestCases = input.nextInt();
		while (numberOfTestCases != 0) {
			BigInteger x = input.nextBigInteger();
			BigInteger y = input.nextBigInteger();
			BigInteger n = input.nextBigInteger();
			BigInteger result = x.modPow(y, n);
			System.out.println(result);
			numberOfTestCases--;
		}
	}
}"
172,java,"public abstract class Ticker {
  protected Ticker() {}
  public abstract long read();
  public static Ticker systemTicker() {
    return SYSTEM_TICKER;
  }"
152,java,"public MinStack() {
  _data = new Stack<>();
  _min = new Stack<>();
}
public void push(int x) {
  _data.add(x);
  if (_min.isEmpty()){
      _min.push(x);
  }
  else{
      if (x > _min.peek()){
          x = _min.peek();
      }
      _min.push(x);
  }
}"
153,java,"class Solution2 {
  public int searchInsert(int[] nums, int target) {
      if (target>nums[nums.length-1]) {
          return nums.length;
      }
      int left=0;
      int right=nums.length-1;
      while (left < right) {
          int mid = (left + right) / 2;
          if (nums[mid] < target) {
              left = mid + 1;
          } else {
              right = mid;
          }
      }
      return left;
  }
}"
158,java,"@SuppressWarnings(""unchecked"")
public static <E extends @Nullable Object> Function<E, E> identity() {
  return (Function<E, E>) IdentityFunction.INSTANCE;
}"
162,java,"public Options setAllowFp16PrecisionForFp32(boolean allow) {
  this.allowFp16PrecisionForFp32 = allow;
  return this;
}
@Override
public Options addDelegate(Delegate delegate) {
  super.addDelegate(delegate);
  return this;
}
@Override
public Options addDelegateFactory(DelegateFactory delegateFactory) {
  super.addDelegateFactory(delegateFactory);
  return this;
}"
163,java,"public void runSignature(
  @NonNull Map<String, Object> inputs, @NonNull Map<String, Object> outputs) {
checkNotClosed();
runSignature(inputs, outputs, null);
}"
164,java,"public String[] getSignatureKeys() {
  checkNotClosed();
  return wrapper.getSignatureKeys();
}
public String[] getSignatureInputs(String signatureKey) {
  checkNotClosed();
  return wrapper.getSignatureInputs(signatureKey);
}"
165,java,"public void resetVariableTensors() {
  checkNotClosed();
  wrapperExperimental.resetVariableTensors();
}
public void setCancelled(boolean cancelled) {
  wrapper.setCancelled(cancelled);
}"
166,java,"public void testJavaVersion() throws Exception {
  String exp = System.getenv(""KOKORO_JAVA_VERSION"");
  if(exp == null || exp.isEmpty()) {
    System.err.println(""No kokoro java version found, skipping check"");
    return;
  }
  if (exp.equals(""8"")) exp = ""1.8"";
  String version = System.getProperty(""java.version"");
  assertWithMessage(""Expected Java "" + exp + "" but found Java "" + version)
      .that(version.startsWith(exp))
      .isTrue();
}"
169,java,"private static final boolean DEBUG =
System.getProperty(""org.tensorflow.NativeLibrary.DEBUG"") != null;
private static final String JNI_LIBNAME = ""tensorflow_jni"";
public static void load() {
if (isLoaded() || tryLoadLibrary()) {
return;
}
final String jniLibName = System.mapLibraryName(JNI_LIBNAME);
final String jniResourceName = makeResourceName(jniLibName);
log(""jniResourceName: "" + jniResourceName);"
170,java,"@Override
public String toString() {
  if (shape == null) {
    return ""<unknown>"";
  }
  return Arrays.toString(shape).replace(""-1"", ""?"");
}
Shape(long[] shape) {
  this.shape = shape;
}
long[] asArray() {
  return shape;
}
private long[] shape;"
171,java,"private static final Ticker SYSTEM_TICKER =
new Ticker() {
  @Override
  @SuppressWarnings(""GoodTime"")
  public long read() {
    return System.nanoTime();
  }
};"
174,javascript,"let builds = require('./config').getAllBuilds()
if (process.argv[2]) {
  const filters = process.argv[2].split(',')
  builds = builds.filter(b => {
    return filters.some(f => b.output.file.indexOf(f) > -1 || b._name.indexOf(f) > -1)
  })
}"
175,javascript,"function build (builds) {
  let built = 0
  const total = builds.length
  const next = () => {
    buildEntry(builds[built]).then(() => {
      built++
      if (built < total) {
        next()
      }
    }).catch(logError)
  }
  next()
}"
176,javascript,"function getSize (code) {
  return (code.length / 1024).toFixed(2) + 'kb'
}
function logError (e) {
  console.log(e)
}
function blue (str) {
  return '\x1b[1m\x1b[34m' + str + '\x1b[39m\x1b[22m'
}"
177,javascript,"'use strict';
const bootstrap = require('./bootstrap');
const bootstrapNode = require('./bootstrap-node');
const product = require('../product.json');
bootstrap.avoidMonkeyPatchFromAppInsights();
bootstrapNode.configurePortable(product);
bootstrap.enableASARSupport(undefined);
process.env['VSCODE_CLI'] = '1';
require('./bootstrap-amd').load('vs/code/node/cli');"
178,javascript,"function maybeCallback(cb) {
  return util.isFunction(cb) ? cb : rethrow();
}
function makeCallback(cb) {
  if (!util.isFunction(cb)) {
    return rethrow();
  }
  return function() {
    return cb.apply(null, arguments);
  };
}"
179,javascript,"function assertEncoding(encoding) {
  if (encoding && !Buffer.isEncoding(encoding)) {
    throw new Error('Unknown encoding: ' + encoding);
  }
}"
180,javascript,"fs.Stats = binding.Stats;
fs.Stats.prototype._checkModeProperty = function(property) {
  return ((this.mode & constants.S_IFMT) === property);
};
fs.Stats.prototype.isDirectory = function() {
  return this._checkModeProperty(constants.S_IFDIR);
};
fs.Stats.prototype.isFile = function() {
  return this._checkModeProperty(constants.S_IFREG);
};"
181,javascript,"fs.Stats.prototype.isSymbolicLink = function() {
  return this._checkModeProperty(constants.S_IFLNK);
};
fs.Stats.prototype.isFIFO = function() {
  return this._checkModeProperty(constants.S_IFIFO);
};
fs.Stats.prototype.isSocket = function() {
  return this._checkModeProperty(constants.S_IFSOCK);
};"
182,javascript,"fs.exists = function(path, callback) {
  if (!nullCheck(path, cb)) return;
  binding.stat(pathModule._makeLong(path), cb);
  function cb(err, stats) {
    if (callback) callback(err ? false : true);
  }
};"
183,javascript,"fs.existsSync = function(path) {
  try {
    nullCheck(path);
    binding.stat(pathModule._makeLong(path));
    return true;
  } catch (e) {
    return false;
  }
};"
184,javascript,"fs.readFile = function(path, options, callback_) {
  var callback = maybeCallback(arguments[arguments.length - 1]);
  if (util.isFunction(options) || !options) {
    options = { encoding: null, flag: 'r' };
  } else if (util.isString(options)) {
    options = { encoding: options, flag: 'r' };
  } else if (!util.isObject(options)) {
    throw new TypeError('Bad arguments');
  }"
186,javascript,"fs.renameSync = function(oldPath, newPath) {
  nullCheck(oldPath);
  nullCheck(newPath);
  return binding.rename(pathModule._makeLong(oldPath),
                        pathModule._makeLong(newPath));
};"
187,javascript,"fs.fdatasync = function(fd, callback) {
  binding.fdatasync(fd, makeCallback(callback));
};
fs.fdatasyncSync = function(fd) {
  return binding.fdatasync(fd);
};
fs.fsync = function(fd, callback) {
  binding.fsync(fd, makeCallback(callback));
};
fs.fsyncSync = function(fd) {
  return binding.fsync(fd);
};"
188,javascript,"fs.link = function(srcpath, dstpath, callback) {
  callback = makeCallback(callback);
  if (!nullCheck(srcpath, callback)) return;
  if (!nullCheck(dstpath, callback)) return;
  binding.link(pathModule._makeLong(srcpath),
               pathModule._makeLong(dstpath),
               callback);
};"
189,javascript,"fs.chmod = function(path, mode, callback) {
  callback = makeCallback(callback);
  if (!nullCheck(path, callback)) return;
  binding.chmod(pathModule._makeLong(path),
                modeNum(mode),
                callback);
};"
190,javascript,"fs.chmodSync = function(path, mode) {
  nullCheck(path);
  return binding.chmod(pathModule._makeLong(path), modeNum(mode));
};"
191,javascript,"perf.mark('code/didStartCrashReporter');
if (portable && portable.isPortable) {
	app.setAppLogsPath(path.join(userDataPath, 'logs'));
}"
192,javascript,"registerListeners();
let nlsConfigurationPromise = undefined;
const resolved = app.getPreferredSystemLanguages()?.[0] ?? 'en';
const osLocale = processZhLocale(resolved.toLowerCase());
const metaDataFile = path.join(__dirname, 'nls.metadata.json');
const locale = getUserDefinedLocale(argvConfig);"
193,javascript,"function startup(codeCachePath, nlsConfig) {
	nlsConfig._languagePackSupport = true;
	process.env['VSCODE_NLS_CONFIG'] = JSON.stringify(nlsConfig);
	process.env['VSCODE_CODE_CACHE_PATH'] = codeCachePath || '';
	perf.mark('code/willLoadMainBundle');
	require('./bootstrap-amd').load('vs/code/electron-main/main', () => {
		perf.mark('code/didLoadMainBundle');
	});
}"
194,javascript,"function registerListeners() {
	const macOpenFiles = [];
	global['macOpenFiles'] = macOpenFiles;
	app.on('open-file', function (event, path) {
		macOpenFiles.push(path);
	});
	const openUrls = [];
	const onOpenUrl =
		function (event, url) {
			event.preventDefault();
			openUrls.push(url);
		};
	app.on('will-finish-launching', function () {
		app.on('open-url', onOpenUrl);
	});
	global['getOpenUrls'] = function () {
		app.removeListener('open-url', onOpenUrl);
		return openUrls;
	};
}"
195,javascript,"function processZhLocale(appLocale) {
	if (appLocale.startsWith('zh')) {
		const region = appLocale.split('-')[1];
		if (['hans', 'cn', 'sg', 'my'].includes(region)) {
			return 'zh-cn';
		}
		return 'zh-tw';
	}
	return appLocale;
}"
196,javascript,"function noop() {}
function createPipe() {
  var Pipe = process.binding('pipe_wrap').Pipe;
  return new Pipe();
}
function createTCP() {
  var TCP = process.binding('tcp_wrap').TCP;
  return new TCP();
}"
197,javascript,"function createHandle(fd) {
  var tty = process.binding('tty_wrap');
  var type = tty.guessHandleType(fd);
  if (type === 'PIPE') return createPipe();
  if (type === 'TCP') return createTCP();
  throw new TypeError('Unsupported fd type: ' + type);
}"
198,javascript,"var debug = util.debuglog('net');
function isPipeName(s) {
  return util.isString(s) && toNumber(s) === false;
}
exports.createServer = function() {
  return new Server(arguments[0], arguments[1]);
};"
199,javascript,"exports.connect = exports.createConnection = function() {
  var args = normalizeConnectArgs(arguments);
  debug('createConnection', args);
  var s = new Socket(args[0]);
  return Socket.prototype.connect.apply(s, args);
};"
200,javascript,"exports._normalizeConnectArgs = normalizeConnectArgs;
function initSocketHandle(self) {
  self.destroyed = false;
  self.bytesRead = 0;
  self._bytesDispatched = 0;
  if (self._handle) {
    self._handle.owner = self;
    self._handle.onread = onread;
    if (!self._handle.writev)
      self._writev = null;
  }
}"
201,javascript,"function afterShutdown(status, handle, req) {
  var self = handle.owner;
  debug('afterShutdown destroyed=%j', self.destroyed,
        self._readableState);
  if (self.destroyed)
    return;
  if (self._readableState.ended) {
    debug('readableState ended, destroying');
    self.destroy();
  } else {
    self.once('_socketEnd', self.destroy);
  }
}"
202,javascript,"function onSocketEnd() {
  debug('onSocketEnd', this._readableState);
  this._readableState.ended = true;
  if (this._readableState.endEmitted) {
    this.readable = false;
    maybeDestroy(this);
  } else {
    this.once('end', function() {
      this.readable = false;
      maybeDestroy(this);
    });
    this.read(0);
  }
  if (!this.allowHalfOpen) {
    this.write = writeAfterFIN;
    this.destroySoon();
  }
}"
203,javascript,"exports.Socket = Socket;
exports.Stream = Socket; 
Socket.prototype.read = function(n) {
  if (n === 0)
    return stream.Readable.prototype.read.call(this, n);
  this.read = stream.Readable.prototype.read;
  this._consuming = true;
  return this.read(n);
};"
204,javascript,"Socket.prototype.listen = function() {
  debug('socket.listen');
  var self = this;
  self.on('connection', arguments[0]);
  listen(self, null, null, null);
};"
205,javascript,"Socket.prototype._onTimeout = function() {
  debug('_onTimeout');
  this.emit('timeout');
};
Socket.prototype.setNoDelay = function(enable) {
  if (this._handle && this._handle.setNoDelay)
    this._handle.setNoDelay(util.isUndefined(enable) ? true : !!enable);
};"
206,javascript,"Object.defineProperty(Socket.prototype, 'readyState', {
  get: function() {
    if (this._connecting) {
      return 'opening';
    } else if (this.readable && this.writable) {
      return 'open';
    } else if (this.readable && !this.writable) {
      return 'readOnly';
    } else if (!this.readable && this.writable) {
      return 'writeOnly';
    } else {
      return 'closed';
    }
  }
});"
207,javascript,"Object.defineProperty(Socket.prototype, 'bufferSize', {
  get: function() {
    if (this._handle) {
      return this._handle.writeQueueSize + this._writableState.length;
    }
  }
});"
208,javascript,"function maybeDestroy(socket) {
  if (!socket.readable &&
      !socket.writable &&
      !socket.destroyed &&
      !socket._connecting &&
      !socket._writableState.length) {
    socket.destroy();
  }
}"
209,javascript,"Socket.prototype.destroySoon = function() {
  if (this.writable)
    this.end();
  if (this._writableState.finished)
    this.destroy();
  else
    this.once('finish', this.destroy);
};"
210,javascript,"Server.prototype._emitCloseIfDrained = function() {
  debug('SERVER _emitCloseIfDrained');
  var self = this;
  if (self._handle || self._connections) {
    debug('SERVER handle? %j   connections? %d',
          !!self._handle, self._connections);
    return;
  }
  process.nextTick(function() {
    debug('SERVER: emit close');
    self.emit('close');
  });
};"
211,javascript,"Server.prototype.listenFD = util.deprecate(function(fd, type) {
  return this.listen({ fd: fd });
}, 'listenFD is deprecated. Use listen({fd: <number>}).');
Server.prototype._setupSlave = function(socketList) {
  this._usingSlaves = true;
  this._slaves.push(socketList);
};"
212,javascript,"exports.isIP = cares.isIP;
exports.isIPv4 = function(input) {
  return exports.isIP(input) === 4;
};
exports.isIPv6 = function(input) {
  return exports.isIP(input) === 6;
};"
213,javascript,"'use strict';
const {
  ArrayPrototypePush,
  Float64Array,
  NumberParseInt,
  ObjectDefineProperties,
  StringPrototypeEndsWith,
  StringPrototypeSlice,
  SymbolToPrimitive,
} = primordials;"
214,javascript,"function arch() {
  return process.arch;
}
arch[SymbolToPrimitive] = () => process.arch;
function platform() {
  return process.platform;
}"
215,javascript,"function getPriority(pid) {
  if (pid === undefined)
    pid = 0;
  else
    validateInt32(pid, 'pid');
  const ctx = {};
  const priority = _getPriority(pid, ctx);
  if (priority === undefined)
    throw new ERR_SYSTEM_ERROR(ctx);
  return priority;
}"
216,javascript,"Package.onUse(api => {
  api.versionsFrom('METEOR@1.0')
  api.addFiles([
    'dist/css/bootstrap.css',
    'dist/js/bootstrap.js'
  ], 'client')
})"
217,javascript,"function updatePackage(pkgRoot, version) {
  const pkgPath = path.resolve(pkgRoot, 'package.json')
  const pkg = JSON.parse(fs.readFileSync(pkgPath, 'utf-8'))
  pkg.version = version
  fs.writeFileSync(pkgPath, JSON.stringify(pkg, null, 2) + '\n')
}"
218,javascript,"const getFixedUrl = (req) => {
  var now = Date.now()
  var url = new URL(req.url)
  url.protocol = self.location.protocol
  if (url.hostname === self.location.hostname) {
    url.search += (url.search ? '&' : '?') + 'cache-bust=' + now
  }
  return url.href
}"
219,javascript,"function convertNPNProtocols(NPNProtocols, out) {
  if (Array.isArray(NPNProtocols)) {
    var buff = new Buffer(NPNProtocols.reduce(function(p, c) {
      return p + 1 + Buffer.byteLength(c);
    }, 0));
    NPNProtocols.reduce(function(offset, c) {
      var clen = Buffer.byteLength(c);
      buff[offset] = clen;
      buff.write(c, offset + 1);
      return offset + 1 + clen;
    }, 0);
    NPNProtocols = buff;
  }
  if (Buffer.isBuffer(NPNProtocols)) {
    out.NPNProtocols = NPNProtocols;
  }
}"
220,javascript,"'use strict';
const util = require('util');
const net = require('net');
const { TTY, isTTY } = process.binding('tty_wrap');
const { inherits } = util;
const errnoException = util._errnoException;
const errors = require('internal/errors');
const readline = require('readline');"
221,javascript,"inherits(ReadStream, net.Socket);
ReadStream.prototype.setRawMode = function(flag) {
  flag = !!flag;
  this._handle.setRawMode(flag);
  this.isRaw = flag;
};"
222,javascript,"WriteStream.prototype.cursorTo = function(x, y) {
  readline.cursorTo(this, x, y);
};
WriteStream.prototype.moveCursor = function(dx, dy) {
  readline.moveCursor(this, dx, dy);
};
WriteStream.prototype.clearLine = function(dir) {
  readline.clearLine(this, dir);
};
WriteStream.prototype.clearScreenDown = function() {
  readline.clearScreenDown(this);
};"
223,javascript,"const hostnameMaxLen = 255;
const unsafeProtocol = {
  'javascript': true,
  'javascript:': true
};
const hostlessProtocol = {
  'javascript': true,
  'javascript:': true
};"
224,javascript,"function runInThisContext(code, options) {
  if (typeof options === 'string') {
    options = { filename: options };
  }
  return createScript(code, options).runInThisContext(options);
}"
225,javascript,"const measureMemoryModes = {
  summary: constants.measureMemory.mode.SUMMARY,
  detailed: constants.measureMemory.mode.DETAILED,
};
const measureMemoryExecutions = {
  default: constants.measureMemory.execution.DEFAULT,
  eager: constants.measureMemory.execution.EAGER,
};"
233,kotlin,"private fun Project.android(configure: Action<BaseAppModuleExtension>) =
    extensions.configure(""android"", configure)
private fun BaseExtension.kotlinOptions(configure: Action<KotlinJvmOptions>) =
    (this as ExtensionAware).extensions.findByName(""kotlinOptions"")?.let {
        configure.execute(it as KotlinJvmOptions)
    }"
234,kotlin,"object Success {
  @JvmStatic fun main(args:Array<String>) {
    println(""Interviews are tough, so are you :)"")
  }
}"
240,kotlin,"#parse(""File Header.java"")
class ${NAME}ViewModel : ViewModel() {
  private val store = RxStore(${NAME}State())
  private val disposables = CompositeDisposable()
  val state: Flowable<${NAME}State> = store.stateFlowable
  override fun onCleared() {
    disposables.clear()
  }
}"
241,python,"def main():
    num = 4
    path, length = n31(num)
    print(
        ""The Collatz sequence of {0} took {1} steps. \nPath: {2}"".format(
            num, length, path
        )
    )
if __name__ == ""__main__"":
    main()"
242,python,"if __name__ == ""__main__"":
    print(f""The generated key is : {bb84(8, seed=0)}"")
    from doctest import testmod
    testmod()"
243,python,"sys.path.insert(0, os.path.abspath('sphinx'))
from load_config import loadConfig
extensions = ['kerneldoc', 'rstFlatTable', 'kernel_include', 'cdomain']
if major == 1 and minor > 3:
    extensions.append(""sphinx.ext.imgmath"")
else:
    extensions.append(""sphinx.ext.pngmath"")
templates_path = ['_templates']"
244,python,"class UserInputError(Exception):
  pass
def is_windows():
  return platform.system() == 'Windows'
def is_linux():
  return platform.system() == 'Linux'
def is_macos():
  return platform.system() == 'Darwin'
def is_ppc64le():
  return platform.machine() == 'ppc64le'
def is_cygwin():
  return platform.system().startswith('CYGWIN_NT')"
246,python,"class Expression:
  def ToPerfJson(self) -> str:
    raise NotImplementedError()
  def ToPython(self) -> str:
    raise NotImplementedError()
  def Simplify(self):
    raise NotImplementedError()"
248,python,"tensor_buf_mem = [x/(1024*1024) for x in tensor_buf_mem]
plt.plot(tensor_buf_mem)
plt.ylabel('Buffer Memory (MB)')
plt.xlabel('step')
plt.show()"
249,python,"if __name__ == ""__main__"":
    doctest.testmod()
    quantum_engine = projectq.MainEngine()
    random_numbers_list = [get_random_number(quantum_engine) for _ in range(10)]
    quantum_engine.flush()
    print(""Random numbers"", random_numbers_list)"
250,python,"cc = getenv(""CC"")
if cc == ""clang"":
    from distutils.sysconfig import get_config_vars
    vars = get_config_vars()
    for var in ('CFLAGS', 'OPT'):
        vars[var] = sub(""-specs=[^ ]+"", """", vars[var])
        if not clang_has_option(""-mcet""):
            vars[var] = sub(""-mcet"", """", vars[var])
        if not clang_has_option(""-fcf-protection""):
            vars[var] = sub(""-fcf-protection"", """", vars[var])"
251,python,"class build_ext(_build_ext):
    def finalize_options(self):
        _build_ext.finalize_options(self)
        self.build_lib  = build_lib
        self.build_temp = build_tmp
class install_lib(_install_lib):
    def finalize_options(self):
        _install_lib.finalize_options(self)
        self.build_dir = build_lib"
252,python,"src_perf  = getenv('srctree') + '/tools/perf'
build_lib = getenv('PYTHON_EXTBUILD_LIB')
build_tmp = getenv('PYTHON_EXTBUILD_TMP')
libtraceevent = getenv('LIBTRACEEVENT')
libapikfs = getenv('LIBAPI')"
253,python,"def _maybe_tensor_shape_from_tensor(shape):
  if isinstance(shape, ops.Tensor):
    return tensor_shape.as_shape(tensor_util.constant_value(shape))
  else:
    return shape"
256,python,"class ParserException(Exception):
    def __init__(self, tok, txt):
        self.tok = tok
        self.txt = txt
class SPDXException(Exception):
    def __init__(self, el, txt):
        self.el = el
        self.txt = txt
class SPDXdata(object):
    def __init__(self):
        self.license_files = 0
        self.exception_files = 0
        self.licenses = [ ]
        self.exceptions = { }"
257,python,"def dentry_name(d):
    parent = d['d_parent']
    if parent == d or parent == 0:
        return """"
    p = dentry_name(d['d_parent']) + ""/""
    return p + d['d_iname'].string()"
258,python,"class NlError(Exception):
  def __init__(self, nl_msg):
    self.nl_msg = nl_msg
  def __str__(self):
    return f""Netlink error: {os.strerror(-self.nl_msg.error)}\n{self.nl_msg}"""
264,python,"class NlAttrs:
    def __init__(self, msg):
        self.attrs = []
        offset = 0
        while offset < len(msg):
            attr = NlAttr(msg, offset)
            offset += attr.full_len
            self.attrs.append(attr)"
266,python,"class NlMsgs:
    def __init__(self, data, attr_space=None):
        self.msgs = []
        offset = 0
        while offset < len(data):
            msg = NlMsg(data, offset, attr_space=attr_space)
            offset += msg.nl_len
            self.msgs.append(msg)
    def __iter__(self):
        yield from self.msgs"
267,python,"class GenlFamily:
    def __init__(self, family_name):
        self.family_name = family_name
        global genl_family_name_to_id
        if genl_family_name_to_id is None:
            _genl_load_families()
        self.genl_family = genl_family_name_to_id[family_name]
        self.family_id = genl_family_name_to_id[family_name]['id']"
268,typescript,"function isDeclaration(a: TSTopLevelDeclare): a is TSTopLevelDeclaration {
	return (
		a.kind === ts.SyntaxKind.InterfaceDeclaration
		|| a.kind === ts.SyntaxKind.EnumDeclaration
		|| a.kind === ts.SyntaxKind.ClassDeclaration
		|| a.kind === ts.SyntaxKind.TypeAliasDeclaration
		|| a.kind === ts.SyntaxKind.FunctionDeclaration
		|| a.kind === ts.SyntaxKind.ModuleDeclaration
	);
}"
269,typescript,"interface ITempResult {
	result: string;
	usageContent: string;
	enums: string;
}
interface IEnumEntry {
	enumName: string;
	text: string;
}"
270,typescript,"export interface IMonacoDeclarationResult {
	content: string;
	usageContent: string;
	enums: string;
	filePath: string;
	isTheSame: boolean;
}"
271,typescript,"function _run(sourceFileGetter: SourceFileGetter): IMonacoDeclarationResult | null {
	const recipe = fs.readFileSync(RECIPE_PATH).toString();
	const t = generateDeclarationFile(recipe, sourceFileGetter);
	if (!t) {
		return null;
	}"
